Date,Supply,Spread,
11/8/19,-163.6012394,0.2732,
11/15/19,-240.7751438,0.1832,
11/22/19,-236.2207964,0.1658,
11/29/19,-207.4100984,0.1095,
12/6/19,-187.0614137,0.094,
12/13/19,-163.7344705,0.0564,
12/20/19,-191.7228928,0.0494,
12/27/19,-126.3431116,0.01925,
1/3/20,-44.19286061,0.00275,
1/10/20,33.57277732,0.0014,
1/17/20,133.6836918,-0.0132,
1/24/20,120.5742617,-0.0375,
1/31/20,161.1875059,-0.0412,
2/7/20,208.1621259,-0.0316,
2/14/20,208.1856518,-0.0304,
2/21/20,205.2950738,-0.00725,
2/28/20,212.3955464,0.08,
3/6/20,260.9087402,0.2252,
3/13/20,299.6916461,0.2648,
3/20/20,301.0038388,0.2582,
3/27/20,298.0870948,0.2518,
4/3/20,355.1980039,0.2426,
4/10/20,392.4864145,0.25925,
4/17/20,383.6785293,0.2652,
4/24/20,380.7692502,0.3054,
5/1/20,407.8917561,0.3104,
5/8/20,415.5017921,0.3108,
5/15/20,400.4301963,0.277,
5/22/20,407.6773744,0.2788,
5/29/20,398.9827604,0.2845,
6/5/20,391.4741156,0.3002,
6/12/20,383.3124864,0.3128,
6/19/20,409.9285943,0.2954,
6/26/20,393.3512706,0.2566,
7/3/20,363.9745868,0.2655,
7/10/20,334.5860196,0.2636,
7/17/20,319.080413,0.2682,
7/24/20,292.1855704,0.2476,
7/31/20,276.0836104,0.2456,
8/7/20,279.904814,0.2746,
8/14/20,263.0023161,0.267,
8/21/20,246.2815858,0.2916,
8/28/20,216.1315674,0.3078,
9/4/20,205.6341333,0.3596,
9/11/20,205.314178,0.3255,
9/18/20,184.5808819,0.2916,
9/25/20,187.8289824,0.3398,
10/2/20,170.4959897,0.3022,
10/9/20,135.708819,0.3196,
10/16/20,110.7428791,0.3088,
10/23/20,79.4583644,0.282,
10/30/20,5.888972503,0.2662,
11/6/20,-11.12865589,0.1566,
11/13/20,36.89001418,0.1238,
11/20/20,51.80848501,0.0836,
11/27/20,99.14959898,0.1135,
12/4/20,102.5251882,0.0676,
12/11/20,112.2818653,-0.002,
12/18/20,94.7518481,-0.0112,
12/25/20,105.484429,-0.012,
1/1/21,103.0171065,-0.02,
1/8/21,157.8250685,-0.01,
1/15/21,165.0356822,0.0018,
1/22/21,226.9791054,-0.035,
1/29/21,214.5324297,-0.0238,
2/5/21,207.2760587,0.0282,
2/12/21,122.9486527,0.0264,
2/19/21,-73.41232022,0.13075,
2/26/21,-54.04410563,0.1894,
3/5/21,-8.476769778,0.4074,
3/12/21,28.82986221,0.3558,
3/19/21,27.47559575,0.3342,
3/26/21,57.73756853,0.3438,
4/2/21,97.06002683,0.33875,
4/9/21,121.9641645,0.3198,
4/16/21,107.5972917,0.3482,
4/23/21,48.90005416,0.3858,
4/30/21,26.13753794,0.4048,
5/7/21,0.716209531,0.3976,
5/14/21,-25.39371946,0.3974,
5/21/21,-13.24609923,0.4176,
5/28/21,-27.13683718,0.3882,
6/4/21,-30.73060479,0.39,
6/11/21,-108.897217,0.4158,
6/18/21,-148.2880832,0.4332,
6/25/21,-154.7439581,0.4344,
7/2/21,-225.0400097,0.4996,
7/9/21,-245.2284817,0.51475,
7/16/21,-249.2965602,0.5578,
7/23/21,-266.7578568,0.6186,
7/30/21,-303.3849565,0.6134,
8/6/21,-309.1436465,0.6186,
8/13/21,-323.6877606,0.5682,
8/20/21,-357.0695199,0.5182,
8/27/21,-402.9174016,0.5694,
9/3/21,-432.2784541,0.7294,
9/10/21,-439.5571005,0.8195,
9/17/21,-451.2207152,1.1764,
9/24/21,-436.7513745,1.0038,
10/1/21,-412.074477,1.3928,
10/8/21,-412.7265603,1.5096,
10/15/21,-395.4833456,1.2922,
10/22/21,-369.4105716,1.118,
10/29/21,-344.3770588,1.3496,
11/5/21,-362.6560723,1.127,
11/12/21,-319.4448278,0.7108,
11/19/21,-307.1622336,0.6916,
11/26/21,-317.2907036,0.602,
12/3/21,-280.8882099,0.2658,
12/10/21,-235.7017989,0.078,
12/17/21,-154.773411,0.0596,
12/24/21,-164.6880304,0.05075,
12/31/21,-66.77292633,0.054,
1/7/22,-54.92264034,0.0444,
1/14/22,-261.552404,0.0976,
1/21/22,-284.2017122,0.03025,
1/28/22,-360.1659578,0.0622,
2/4/22,-400.6352442,0.2164,
2/11/22,-425.0885867,0.023,
2/18/22,-399.7352118,0.071,
2/25/22,-395.5371641,0.219,
3/4/22,-400.8768279,0.9856,
3/11/22,-381.235078,0.9222,
3/18/22,-383.3946483,0.9562,
3/25/22,-326.4089596,1.1074,
4/1/22,-342.9648333,1.194,
4/8/22,-308.4267575,1.3452,
4/15/22,-291.9142825,1.685,
4/22/22,-304.8508927,1.757,
4/29/22,-302.3512418,1.625,
5/6/22,-310.0157998,1.903,
5/13/22,-318.4883266,1.7208,
5/20/22,-329.6565566,1.933,
5/27/22,-351.6296397,2.0148,
6/3/22,-362.7395039,1.80975,
6/10/22,-373.4392621,1.953,
6/17/22,-394.6301839,1.3328,
6/24/22,-408.047389,1.13975,
7/1/22,-431.3987105,1.0712,
7/8/22,-460.63181,0.88625,
7/15/22,-504.6355695,1.0244,
7/22/22,-543.2769367,1.454,
7/29/22,-556.3155807,1.7428,
8/5/22,-562.4779189,1.6364,
8/12/22,-599.8276544,1.6168,
8/19/22,-601.0257234,1.8096,
8/26/22,-603.0812237,1.836,
9/2/22,-615.6403893,1.6988,
9/9/22,-620.8816682,1.41525,
9/16/22,-609.1374421,1.5514,
9/23/22,-594.7492661,1.2892,
9/30/22,-540.0736614,1.1682,
10/7/22,-509.4059143,1.2274,
10/14/22,-480.9395431,1.0818,
10/21/22,-504.5023824,0.7852,
10/28/22,-459.0846795,0.7672,
11/4/22,-418.4558983,0.842,
11/11/22,-380.0013237,0.7332,
11/18/22,-442.5938014,0.7848,
11/25/22,-489.9400814,1.2495,
12/2/22,-461.5279351,0.9,
12/9/22,-415.0787888,0.5046,
12/16/22,-367.4351489,0.5774,
12/23/22,-443.0203097,0.2848,
12/30/22,-536.5561141,0.214,
1/6/23,-395.2319983,0.085,
1/13/23,-284.3001128,0.0548,
1/20/23,-171.8497218,0.019,
1/27/23,-128.7611141,-0.0074,
2/3/23,-162.2903204,-0.063,
2/10/23,-94.97465385,-0.0788,
2/17/23,-9.972210846,-0.0872,
2/24/23,53.75544182,-0.11075,
3/3/23,89.68352009,0.3792,
3/10/23,131.379412,0.3396,
3/17/23,108.7435678,0.3134,
3/24/23,93.06279732,0.291,
3/31/23,86.68564043,0.2788,
4/7/23,131.4352653,0.2862,
4/14/23,169.5634675,0.2828,
4/21/23,195.0678698,0.29,
4/28/23,173.7795623,0.2758,
5/5/23,167.229982,0.2752,
5/12/23,167.7260908,0.3206,
5/19/23,164.5195276,0.3402,
5/26/23,169.4468867,0.3074,
6/2/23,159.1408985,0.284,
6/9/23,139.3560175,0.2964,
6/16/23,138.1601127,0.31,
6/23/23,117.7359335,0.309,
6/30/23,105.5060608,0.3114,
7/7/23,70.3535935,0.29925,
7/14/23,34.54992922,0.2938,
7/21/23,-3.653909929,0.2764,
7/28/23,-44.25900789,0.296,
8/4/23,-65.94648586,0.2866,
8/11/23,-86.87611489,0.3152,
8/18/23,-130.7158001,0.3304,
8/25/23,-162.4323294,0.324,
9/1/23,-196.6893583,0.2974,
9/8/23,-222.7942556,0.2725,
9/15/23,-251.0087206,0.2704,
9/22/23,-250.5508632,0.2392,
9/29/23,-239.6540182,0.2344,
10/6/23,-250.976381,0.2212,
10/13/23,-237.3749224,0.2388,
10/20/23,-239.7286072,0.207,
10/27/23,-222.9536156,0.1996,
11/3/23,-267.7219296,0.2018,
11/10/23,-233.5287402,0.1178,
11/17/23,-222.9286434,0.1042,
11/24/23,-178.9107999,0.0795,
12/1/23,-245.9682377,0.0444,
12/8/23,-203.4921869,0.018,
12/15/23,-154.4188131,-0.0082,
12/22/23,-102.5455689,0.009,
12/29/23,12.27142652,0.02175,
1/5/24,3.97796886,0.04,
1/12/24,44.95217836,0.0406,
1/19/24,-80.49773136,0.009,
1/26/24,-81.35627046,-0.0226,
2/2/24,29.05460342,-0.0208,
2/9/24,144.139279,-0.0144,
2/16/24,241.7907901,-0.0556,
2/23/24,292.0480478,-0.089,
3/1/24,373.2438681,0.081,
3/8/24,464.9939021,0.2168,
3/15/24,521.8817839,0.205,
3/22/24,517.5345543,0.2034,
3/29/24,497.3361141,0.1935,
4/5/24,541.2972882,0.2082,
4/12/24,554.0412175,0.2004,
4/19/24,591.9866322,0.1962,
4/26/24,574.9103663,0.2068,
5/3/24,574.4757638,0.212,
5/10/24,545.9405082,0.2242,
5/17/24,524.6956119,0.2404,
5/24/24,503.523413,0.2498,
5/31/24,484.021301,0.23425,
6/7/24,453.1512972,0.2438,
6/14/24,426.9504094,0.2894,
6/21/24,381.5192561,0.27725,
6/28/24,333.4108321,0.266,
7/5/24,309.338997,0.203,
7/12/24,241.735428,0.1976,
7/19/24,208.9691169,0.1932,
7/26/24,171.7975649,0.1746,
8/2/24,141.5849472,0.1632,
8/9/24,79.07542459,0.1456,
8/16/24,42.59412317,0.1402,
